problem_id,language_type,content,status,id,created_at
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCl7DQoJDQoJaW50IEMsIE4sIEtbMTAwXSwgc29tYUssIHF1YW50aWRhZGVKb2dhZG9yZXNBY2ltYU1lZGlhOw0KCWZsb2F0IG1lZGlhLCBwb3JjZW50YWdlbTsNCgkNCglzY2FuZigiJWQiLCAmQyk7DQoJDQoJaW50IGk7DQoJDQoJZm9yKGk9MDtpPEM7aSsrKXsNCgkJc29tYUsgPSAwOw0KCQlxdWFudGlkYWRlSm9nYWRvcmVzQWNpbWFNZWRpYSA9IDA7DQoJCQ0KCQlzY2FuZigiJWQiLCAmTik7DQoJCWludCBqOw0KCQkNCgkJZm9yKGo9MDtqPE47aisrKXsNCgkJCXNjYW5mKCIlZCIsICZLW2pdKTsNCgkJCXNvbWFLICs9IEtbal07DQoJCX0NCgkJDQoJCW1lZGlhID0gc29tYUsgLyBOOw0KCQkNCgkJaW50IGs7DQoJCWZvcihrPTA7azxOO2srKyl7DQoJCQlpZihLW2tdID4gbWVkaWEpew0KCQkJCXF1YW50aWRhZGVKb2dhZG9yZXNBY2ltYU1lZGlhKys7DQoJCQl9DQoJCX0NCgkJDQoJCXBvcmNlbnRhZ2VtID0gKHF1YW50aWRhZGVKb2dhZG9yZXNBY2ltYU1lZGlhICogMTAwLjApIC8gTjsNCgkJcHJpbnRmKCIlLjNmJSVcbiIsIHBvcmNlbnRhZ2VtKTsNCgl9DQoJcHJpbnRmKCJcbiIpOw0KCXJldHVybiAwOw0KfQ0K,ACCEPTED,cf4ab8ac-07ed-40fa-b871-13f1d377d5e9,2025-11-09T20:55:19.675000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCl7DQoJDQoJaW50IEMsIE4sIEtbMTAwXSwgc29tYUssIHF1YW50aWRhZGVKb2dhZG9yZXNBY2ltYU1lZGlhOw0KCWZsb2F0IG1lZGlhLCBwb3JjZW50YWdlbTsNCgkNCglzY2FuZigiJWQiLCAmQyk7DQoJDQoJaW50IGk7DQoJDQoJZm9yKGk9MDtpPEM7aSsrKXsNCgkJc29tYUsgPSAwOw0KCQlxdWFudGlkYWRlSm9nYWRvcmVzQWNpbWFNZWRpYSA9IDA7DQoJCQ0KCQlzY2FuZigiJWQiLCAmTik7DQoJCWludCBqOw0KCQkNCgkJZm9yKGo9MDtqPE47aisrKXsNCgkJCXNjYW5mKCIlZCIsICZLW2pdKTsNCgkJCXNvbWFLICs9IEtbal07DQoJCX0NCgkJDQoJCW1lZGlhID0gc29tYUsgLyBOOw0KCQkNCgkJaW50IGs7DQoJCWZvcihrPTA7azxOO2srKyl7DQoJCQlpZihLW2tdID4gbWVkaWEpew0KCQkJCXF1YW50aWRhZGVKb2dhZG9yZXNBY2ltYU1lZGlhKys7DQoJCQl9DQoJCX0NCgkJDQoJCXBvcmNlbnRhZ2VtID0gKHF1YW50aWRhZGVKb2dhZG9yZXNBY2ltYU1lZGlhICogMTAwLjApIC8gTjsNCgkJcHJpbnRmKCIlLjNmJSVcbiIsIHBvcmNlbnRhZ2VtKTsNCgl9DQoJcmV0dXJuIDA7DQp9DQo=,ACCEPTED,7fa2b00a-7f82-4014-97ea-b85d331ad033,2025-11-09T20:55:19.720000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCkgew0KICAgIGludCBDOw0KICAgIHNjYW5mKCIlZCIsICZDKTsNCg0KICAgIGludCBpLCBqOyANCiAgICBmb3IgKGkgPSAwOyBpIDwgQzsgaSsrKSB7DQogICAgICAgIGludCBOOw0KICAgICAgICBzY2FuZigiJWQiLCAmTik7DQoNCiAgICAgICAgaW50IGtpbGxzWzEwMDBdOyANCiAgICAgICAgaW50IHNvbWEgPSAwOw0KDQogICAgICAgIGZvciAoaiA9IDA7IGogPCBOOyBqKyspIHsNCiAgICAgICAgICAgIHNjYW5mKCIlZCIsICZraWxsc1tqXSk7DQogICAgICAgICAgICBzb21hICs9IGtpbGxzW2pdOw0KICAgICAgICB9DQoNCiAgICAgICAgZG91YmxlIG1lZGlhID0gKGRvdWJsZSlzb21hIC8gTjsNCiAgICAgICAgaW50IGFjaW1hID0gMDsNCg0KICAgICAgICBmb3IgKGogPSAwOyBqIDwgTjsgaisrKSB7DQogICAgICAgICAgICBpZiAoa2lsbHNbal0gPiBtZWRpYSkgew0KICAgICAgICAgICAgICAgIGFjaW1hKys7DQogICAgICAgICAgICB9DQogICAgICAgIH0NCg0KICAgICAgICBkb3VibGUgcGVyY2VudHVhbCA9ICgoZG91YmxlKWFjaW1hIC8gTikgKiAxMDAuMDsNCiAgICAgICAgcHJpbnRmKCIlLjNmJSVcbiIsIHBlcmNlbnR1YWwpOw0KICAgIH0NCg0KICAgIHJldHVybiAwOw0KfQ0K,ACCEPTED,df17c084-1509-41c4-81cd-b92d308d4d95,2025-11-09T20:55:19.759000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQppbnQgbWFpbigpew0KICAgIGludCB0LG4saSxqLGM7IGRvdWJsZSBtOw0KICAgIHNjYW5mKCIlZCIsJnQpOw0KICAgIGRvdWJsZSByW3RdOw0KICAgIGZvcihpPTA7aTx0O2krKyl7DQogICAgICAgIHNjYW5mKCIlZCIsJm4pOw0KICAgICAgICBkb3VibGUgYVtuXSxzPTA7DQogICAgICAgIGZvcihqPTA7ajxuO2orKyl7c2NhbmYoIiVsZiIsJmFbal0pO3MrPWFbal07fQ0KICAgICAgICBtPXMvbjsgYz0wOw0KICAgICAgICBmb3Ioaj0wO2o8bjtqKyspIGlmKGFbal0+bSkgYysrOw0KICAgICAgICByW2ldPShkb3VibGUpYyoxMDAvbjsNCiAgICB9DQogICAgZm9yKGk9MDtpPHQ7aSsrKSBwcmludGYoIiUuM2YlJVxuIixyW2ldKTsNCiAgICByZXR1cm4gMDsNCn0NCg0K,ACCEPTED,ec44938d-97f0-45aa-82fd-0646e6383c05,2025-11-09T20:55:19.800000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQojaW5jbHVkZSA8c3RkbGliLmg+DQojaW5jbHVkZSA8bWF0aC5oPg0KI2luY2x1ZGUgPHN0cmluZy5oPg0KDQppbnQgbWFpbigpDQp7DQoJaW50IG4sIGksIHAsIGosIHBhPTA7DQoJZmxvYXQgbWVkaWE9MDsNCgkNCglzY2FuZigiJWQiLCAmbik7DQoJDQoJZm9yIChpPTA7IGk8bjsgaSsrKSANCgl7DQoJCXBhID0gMDsNCgkJbWVkaWEgPSAwOw0KCQlzY2FuZigiJWQiLCAmcCk7DQoJCQ0KCQlpbnQgdltwXTsNCgkJZm9yIChqPTA7IGo8cDsgaisrKSB7DQoJCQlzY2FuZigiJWQiLCAmdltqXSk7DQoJCQltZWRpYSArPSB2W2pdOw0KCQl9DQoJCW1lZGlhID0gbWVkaWEvcDsNCgkJZm9yIChqPTA7IGo8cDsgaisrKSB7DQoJCQlpZiAodltqXSA+IG1lZGlhKSB7DQoJCQkJcGErKzsNCgkJCX0NCgkJfQ0KCQlwcmludGYoIiUuM2YlJVxuIiwgKGZsb2F0KSBwYSAvIHAgKiAxMDApOw0KCX0NCgkNCglyZXR1cm4gMDsNCn0NCg==,ACCEPTED,b00fc103-fe8a-4c52-8365-a260c18365a8,2025-11-09T20:55:19.839000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,py,YyA9IGludChpbnB1dCgpKQ0KcmVzdWx0YWRvID0gIiINCg0KZm9yIF8gaW4gcmFuZ2UoYyk6DQogICAgZGFkb3MgPSBsaXN0KG1hcChpbnQsIGlucHV0KCkuc3BsaXQoKSkpDQogICAgbiA9IGRhZG9zWzBdDQogICAga2lsbHMgPSBkYWRvc1sxOl0NCiAgICBtZWRpYSA9IHN1bShraWxscykvbg0KDQogICAgYWNpbWFfbWVkaWEgPSBzdW0oMSBmb3IgayBpbiBraWxscyBpZiBrID4gbWVkaWEpDQogICAgcGVyY2VudHVhbCA9IChhY2ltYV9tZWRpYS9uKSoxMDANCg0KICAgIHJlc3VsdGFkbyArPSAoZiJ7cGVyY2VudHVhbDouM2Z9JVxuIikNCg0KcHJpbnQocmVzdWx0YWRvKQ==,ACCEPTED,035ff66e-fa67-451b-b4e9-9eaa58b686f3,2025-11-09T20:55:19.880000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,cpp,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCkgew0KICAgIGludCBDOw0KICAgIHNjYW5mKCIlZCIsICZDKTsNCg0KICAgIGZvciAoaW50IGkgPSAwOyBpIDwgQzsgaSsrKSB7DQogICAgICAgIGludCBOOw0KICAgICAgICBzY2FuZigiJWQiLCAmTik7DQoNCiAgICAgICAgaW50IGtpbGxzWzEwMDBdOw0KICAgICAgICBpbnQgc29tYSA9IDA7DQoNCiAgICAgICAgZm9yIChpbnQgaiA9IDA7IGogPCBOOyBqKyspIHsNCiAgICAgICAgICAgIHNjYW5mKCIlZCIsICZraWxsc1tqXSk7DQogICAgICAgICAgICBzb21hICs9IGtpbGxzW2pdOw0KICAgICAgICB9DQoNCiAgICAgICAgZG91YmxlIG1lZGlhID0gKGRvdWJsZSlzb21hIC8gTjsNCiAgICAgICAgaW50IGFjaW1hID0gMDsNCg0KICAgICAgICBmb3IgKGludCBqID0gMDsgaiA8IE47IGorKykgew0KICAgICAgICAgICAgaWYgKGtpbGxzW2pdID4gbWVkaWEpDQogICAgICAgICAgICAgICAgYWNpbWErKzsNCiAgICAgICAgfQ0KDQogICAgICAgIGRvdWJsZSBwZXJjZW50dWFsID0gKGRvdWJsZSlhY2ltYSAvIE4gKiAxMDAuMDsNCiAgICAgICAgcHJpbnRmKCIlLjNsZiUlXG4iLCBwZXJjZW50dWFsKTsNCiAgICB9DQoNCiAgICByZXR1cm4gMDsNCn0NCg0KDQo=,ACCEPTED,43b3e06c-c7f3-4cfb-ae0b-e33f113db637,2025-11-09T20:55:19.919000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCkgew0KICAgIGludCBDLCBOLCBpLCBqOw0KICAgIHNjYW5mKCIlZCIsICZDKTsNCiAgICBmb3IoaT0wO2k8QztpKyspew0KICAgICAgICBzY2FuZigiJWQiLCAmTik7DQogICAgICAgIGludCBrW05dOyBkb3VibGUgc29tYT0wOw0KICAgICAgICBmb3Ioaj0wO2o8TjtqKyspe3NjYW5mKCIlZCIsICZrW2pdKTsgc29tYSs9a1tqXTt9DQogICAgICAgIGRvdWJsZSBtZWRpYT1zb21hL04sIGNvbnQ9MDsNCiAgICAgICAgZm9yKGo9MDtqPE47aisrKSBpZihrW2pdPm1lZGlhKSBjb250Kys7DQogICAgICAgIHByaW50ZigiJS4zbGYlJVxuIiwgY29udCoxMDAvTik7DQogICAgfQ0KICAgIHJldHVybiAwOw0KfQ0KDQoNCg==,ACCEPTED,6d617e23-7610-4e30-b543-0a6db2733147,2025-11-09T20:55:19.956000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCl7DQogICAgaW50IEMsTixLWzEwMF0scT0wLHA9MCxhPTAsaSxkOw0KICAgIGZsb2F0IHBhOw0KICAgIHNjYW5mKCIlaSIsJkMpOw0KICAgIGZvcihpPTE7aTw9QztpKyspew0KICAgIAlzY2FuZigiJWkiLCZOKTsNCiAgICAJZm9yKGQ9MTtkPD1OO2QrKyl7DQogICAgCQlzY2FuZigiJWkiLCZLW2RdKTsNCiAgICAJCXErPUtbZF07DQoJCX0NCgkJcD1xL047DQoJCWZvcihkPTE7ZDw9TjtkKyspew0KICAgIAkJaWYoS1tkXT5wKXsNCiAgICAJCQlhKys7DQoJCQl9DQoJCX0NCgkJcGE9KDEwMC4wMDAvTikqYTsNCgkJcHJpbnRmKCIlLjNmJSVcbiIscGEpOw0KCX0NCiAgICByZXR1cm4gMDsNCn0NCg==,WRONG ANSWER,66685800-346c-48d7-8a90-c434ed405c29,2025-11-09T20:55:19.993000Z
0e9270d6-bb2a-4d6d-800c-eef9f5a1c05a,c,I2luY2x1ZGUgPHN0ZGlvLmg+DQoNCmludCBtYWluKCkgew0KCQ0KCWludCBpLCBqLCBjLCBuLCBxLCBxdGQ7DQoJZmxvYXQgcGVyY2VudHVhbCwgc29tYSA9IDAsIG1lZGlhID0gMDsNCgkNCglzY2FuZigiJWQiLCAmYyk7DQoJaW50IHBbY107DQoJZm9yKGkgPSAwOyBpIDwgYzsgaSsrKSB7DQoJCXNjYW5mKCIlZCIsICZuKTsNCgkJaW50IGtbbl07DQoJCWZvcihqID0gMDsgaiA8IG47IGorKykgew0KCQkJc2NhbmYoIiVkIiwgJmtbal0pOw0KCQkJc29tYSArPSBrW2pdOwkNCgkJfQ0KCQltZWRpYSA9IHNvbWEgLyBuOw0KCQ0KCQlmb3IocSA9IDA7IHEgPCBuOyBxKyspew0KCQlpZihrW2pdID49IG1lZGlhKSB7DQoJCQlxdGQrKzsNCgkJfQ0KCX0NCgkJcGVyY2VudHVhbCA9IChxdGQqMTAwKSAvIG47DQoJCXByaW50ZigiJWYiLCBwZXJjZW50dWFsKTsNCgkJcFtpXSA9IHBlcmNlbnR1YWw7DQoJfQ0KCQ0KLy8JZm9yKGkgPSAwOyBpIDwgYzsgaSsrKXsNCgkvLwlwcmludGYoIiUuM2ZcbiIsIHBbaV0pOw0KLy8JfQ0KCQ0KCXJldHVybiAwOw0KfQ0K,WRONG ANSWER,3025b3d5-3bc7-4f88-bf90-eef2a7033a63,2025-11-09T20:55:20.036000Z
